% Model,GRIN_Paper_Total_Build.mph
% Version,COMSOL 5.4.0.388
% Date,"Feb 17 2020, 10:58"
% Table,Table 3 - Point Evaluation 1 (acpr.p_t)
% freq,"abs(acpr.p_t) (Pa), Point: 11","abs(acpr.p_t) (Pa), Point: 14","abs(acpr.p_t) (Pa), Point: 15","abs(acpr.p_t) (Pa), Point: 16","abs(acpr.p_t) (Pa), Point: 17","abs(acpr.p_t) (Pa), Point: 18","abs(acpr.p_t) (Pa), Point: 19","abs(acpr.p_t) (Pa), Point: 20","abs(acpr.p_t) (Pa), Point: 993","abs(acpr.p_t) (Pa), Point: 994","abs(acpr.p_t) (Pa), Point: 1275","abs(acpr.p_t) (Pa), Point: 1276","abs(acpr.p_t) (Pa), Point: 1277","abs(acpr.p_t) (Pa), Point: 1278","abs(acpr.p_t) (Pa), Point: 1279","abs(acpr.p_t) (Pa), Point: 1280","abs(acpr.p_t) (Pa), Point: 1281","abs(acpr.p_t) (Pa), Point: 1282","abs(acpr.p_t) (Pa), Point: 1283","abs(acpr.p_t) (Pa), Point: 1284","abs(acpr.p_t) (Pa), Point: 1285","abs(acpr.p_t) (Pa), Point: 1286","abs(acpr.p_t) (Pa), Point: 1287","abs(acpr.p_t) (Pa), Point: 1288","abs(acpr.p_t) (Pa), Point: 1289","abs(acpr.p_t) (Pa), Point: 1290","abs(acpr.p_t) (Pa), Point: 1291","abs(acpr.p_t) (Pa), Point: 1292","abs(acpr.p_t) (Pa), Point: 1293","abs(acpr.p_t) (Pa), Point: 1294","abs(acpr.p_t) (Pa), Point: 1295","abs(acpr.p_t) (Pa), Point: 1296","abs(acpr.p_t) (Pa), Point: 1297","abs(acpr.p_t) (Pa), Point: 1298","abs(acpr.p_t) (Pa), Point: 1299","abs(acpr.p_t) (Pa), Point: 1300","abs(acpr.p_t) (Pa), Point: 1301"
2300,0.03218839566379651,0.032126178975767895,0.016461298789395788,0.01645859712553603,0.009662155673640128,0.009654831799454026,0.03339292648717583,0.033285326490155934,0.03851730764199174,0.03844341690019958,0.012699463420609682,0.012617557013797106,0.03946848286335068,0.03949841011698135,0.09486208286991356,0.09477561218501204,0.1280738449152646,0.12793349216330768,0.1352984362674524,0.13524784261197625,0.14788091103176393,0.14792212433718044,0.18342959642298243,0.18344805800630568,0.20341605514305655,0.20335608884014233,0.16715393529843883,0.16705908372322462,0.08488808279639055,0.08475871625486721,0.16566776141627884,0.16586532461497183,0.34357671161976616,0.3437326726516282,0.48647756270639636,0.4866638325828889,0.5405877720474936
