% Model,GRIN_Paper_Total_Build_MR_X_Design_with_Horn.mph
% Version,COMSOL 5.4.0.388
% Date,"Feb 17 2020, 17:51"
% Table,Table 4 - Point Evaluation 1 (abs(acpr.p_t))
% freq,"abs(acpr.p_t) (Pa), Point: 11","abs(acpr.p_t) (Pa), Point: 14","abs(acpr.p_t) (Pa), Point: 15","abs(acpr.p_t) (Pa), Point: 16","abs(acpr.p_t) (Pa), Point: 17","abs(acpr.p_t) (Pa), Point: 18","abs(acpr.p_t) (Pa), Point: 19","abs(acpr.p_t) (Pa), Point: 20","abs(acpr.p_t) (Pa), Point: 993","abs(acpr.p_t) (Pa), Point: 994","abs(acpr.p_t) (Pa), Point: 1275","abs(acpr.p_t) (Pa), Point: 1276","abs(acpr.p_t) (Pa), Point: 1277","abs(acpr.p_t) (Pa), Point: 1278","abs(acpr.p_t) (Pa), Point: 1279","abs(acpr.p_t) (Pa), Point: 1280","abs(acpr.p_t) (Pa), Point: 1281","abs(acpr.p_t) (Pa), Point: 1282","abs(acpr.p_t) (Pa), Point: 1283","abs(acpr.p_t) (Pa), Point: 1284","abs(acpr.p_t) (Pa), Point: 1285","abs(acpr.p_t) (Pa), Point: 1286","abs(acpr.p_t) (Pa), Point: 1287","abs(acpr.p_t) (Pa), Point: 1288","abs(acpr.p_t) (Pa), Point: 1289","abs(acpr.p_t) (Pa), Point: 1290","abs(acpr.p_t) (Pa), Point: 1291","abs(acpr.p_t) (Pa), Point: 1292","abs(acpr.p_t) (Pa), Point: 1293","abs(acpr.p_t) (Pa), Point: 1294","abs(acpr.p_t) (Pa), Point: 1295","abs(acpr.p_t) (Pa), Point: 1296","abs(acpr.p_t) (Pa), Point: 1297","abs(acpr.p_t) (Pa), Point: 1298","abs(acpr.p_t) (Pa), Point: 1299","abs(acpr.p_t) (Pa), Point: 1300","abs(acpr.p_t) (Pa), Point: 1301"
2300,0.06202077013080247,0.06204449841845377,0.06910763485286986,0.06907776840122755,0.07627995269210225,0.07621560595748637,0.08508903913682332,0.08499118596758355,0.09170831753444969,0.09174351284772586,0.09465418192251827,0.09455063086892657,0.09547607817509195,0.09543224353214505,0.08828026130774891,0.08816038482400641,0.065102495058043,0.06499252328125825,0.028882916984925466,0.028767293174699685,0.05236534873667846,0.052511357044290434,0.12411742070516436,0.12415736359273546,0.18917404218349076,0.1891896900712794,0.20709461026867815,0.20712976821494491,0.13829051271304388,0.13807013015479186,0.07281935793719486,0.07293261562561737,0.29874038897171507,0.2989126643308647,0.5127385834959476,0.5130093609454652,0.5990810363149903
