% Model,GRIN_Paper_Design_Unit_Cells_200127.mph
% Version,COMSOL 5.4.0.388
% Date,"Feb 16 2020, 18:45"
% Table,"Table 4 - Global Evaluation 1 (T_mag, R_mag, T_Phase, R_Phase, T, R)"
% Pillar_a (mm),freq (Hz),T_mag (1),R_mag (1),T_Phase (deg),R_Phase (deg),T (1),R (1)
2.1,2800,0.995058831523832,0.061172381482360344,-40.082146086906526,52.90564114299765,0.7613414817674565-0.6407036962073088i,0.036894865256497246+0.048793741134784234i
2.1,2900,0.9947727834065051,0.06362519656632161,-41.494261734422054,51.27132160524038,0.7451067788662119-0.6590817693533508i,0.03980603588273822+0.049635120080495636i
2.1,3000,0.9945042003247057,0.06606004033428513,-42.90548091105984,49.622480631066324,0.7284522265826562-0.6770494502252054i,0.04279508490563601+0.05032404630876559i
2.2,500,1.0024477255248176,0.00946925069239212,-7.300166072058192,69.49018547809479,0.9943219587321114-0.12737850993404454i,0.0033177207605669255+0.00886901559533367i
2.2,600,1.0022328029717829,0.011493510871036488,-8.746584761328043,71.89019101126847,0.9905774131149869-0.15240400250353378i,0.003572633179116213+0.010924151422884613i
2.2,700,1.0019968866849505,0.01358338593798001,-10.192135386630957,73.24288944475899,0.9861852815758231-0.17730299300786742i,0.00391629531594144+0.013006575434696414i
2.2,800,1.0017411230842725,0.015729793074896994,-11.636749903115565,73.92579885401175,0.981151411532062-0.20205738127270237i,0.004355296730116116+0.015114819898752262i
2.2,900,1.0014667323886246,0.017927980080704925,-13.080364712996976,74.15031078297531,0.9754822595186982-0.22664945939808484i,0.004896393447390084+0.017246385156968635i
2.2,1000,1.0011750034740106,0.02017506749422306,-14.522920800978051,74.0432565964921,0.9691848590909935-0.2510619375571614i,0.005546359147989536+0.01939771245786391i
2.2,1100,1.0008672892768944,0.022468934342809607,-15.96436385102772,73.68524917007215,0.962266788135278-0.2752779671464725i,0.006311833773500499+0.021564177816860708i
2.2,1200,1.0005450027787373,0.024807675552856897,-17.40464435665667,73.1301059872838,0.9547361357574917-0.29928116155942025i,0.007199172489629335+0.02374010703009525i
2.2,1300,1.0002096135714968,0.02718932665244676,-18.843717736294035,72.41533279142278,0.9466014688350823-0.3230556148407076i,0.00821429795029962+0.025918811566064428i
2.2,1400,0.9998626449520595,0.029611723843092113,-20.281544465809635,71.56809121375977,0.9378717982183618-0.34658591846349524i,0.009362558734203176+0.028092644640691018i
2.2,1500,0.9995056714127467,0.03207243742062169,-21.718090240395856,70.60875083064089,0.9285565444466308-0.3698571764229778i,0.010648596663348548+0.030253076392344248i
2.2,1600,0.9991403163827624,0.034568747268798,-23.153326174538147,69.55308453608548,0.9186655028210111-0.3928550187385484i,0.012076225580018455+0.03239078670663214i
2.2,1700,0.9987682499910505,0.03709764361266884,-24.587229048385392,68.4136695806113,0.9082088075832835-0.4155656133733106i,0.013648323875316566+0.03449577390068315i
2.2,1800,0.9983911866094903,0.03965584348279853,-26.01978160453516,67.20080656517621,0.8971968949669573-0.43797567644922564i,0.015366742817437933+0.03655747717656314i
2.2,1900,0.9980108819033908,0.042239817164029234,-27.450972896827484,65.92313676756079,0.8856404648931598-0.4600724805304178i,0.01723223239100809+0.038564910487033546i
2.2,2000,0.9976291291001655,0.044845821046070634,-28.880798688203896,64.58806557827072,0.8735504411394843-0.4818438606168674i,0.019244386013502632+0.040506805258616684i
2.2,2100,0.9972477542006192,0.047469934518728246,-30.30926189122698,63.20205838431878,0.8609379299043907-0.5032782174007941i,0.021401605116123254+0.0423717592467657i
2.2,2200,0.9968686098682794,0.05010809930619671,-31.736373040981224,61.770850822119904,0.8478141768003946-0.5243645172558733i,0.023701084173799954+0.04414838870294272i
2.2,2300,0.9964935677692672,0.05275616011172244,-33.162150785865975,60.299600488070595,0.8341905224594016-0.5450922883736604i,0.02613881637304463+0.04582548099420177i
2.2,2400,0.9961245091822557,0.05540990574114316,-34.5866223791114,58.79299797747158,0.8200783570871949-0.5654516124574737i,0.028709619690804558+0.0473921448285656i
2.2,2500,0.9957633137574147,0.05806511008693592,-36.00982415068578,57.255349241542554,0.805489074474284-0.5854331114036075i,0.03140718276789327+0.04883795532157479i
2.2,2600,0.9954118463751258,0.06071757249339685,-37.431801937420545,55.690637434338754,0.7904340261356603-0.6050279284718246i,0.03422412958131277+0.050153091269556i
2.2,2700,0.9950719421267203,0.06336315712959455,-38.85261144802233,54.10256989814345,0.7749244764002401-0.6242277035534844i,0.037152101568711536+0.051328462186761736i
2.2,2800,0.9947453895272033,0.06599783106486788,-40.2723185395912,52.494614232785196,0.7589715594052302-0.6430245422996081i,0.040181855542440095+0.05235582288946777i
2.2,2900,0.9944339121419897,0.06861770080876414,-41.69099938263515,50.87002623606065,0.7425862390471397-0.6614109790409037i,0.04330337546208049+0.05322787369293608i
2.2,3000,0.994139148894655,0.07121904710799429,-43.108740493915434,49.231871701913605,0.7257792730015284-0.6793799336500614i,0.0465059958991182+0.05393834458343999i
2.3,500,1.0024412653043184,0.010354790143294924,-7.33577518167644,70.61095199665371,0.9942361941013028-0.1279956277529809i,0.0034375918294929377+0.009767529950068294i
2.3,600,1.0022228903972898,0.012569133518313283,-8.789345813613185,72.66443110325822,0.9904535987518039-0.15314173420690655i,0.0037451936291830377+0.01199819328403711i
2.3,700,1.0019827163888564,0.014845963976854996,-10.242060337256552,73.76333850629221,0.9860164689047565-0.17815972325580984i,0.004151013270192522+0.014253832299868053i
2.3,800,1.0017218467255964,0.017177205287193603,-11.693850853561266,74.25353688890529,0.9809306777472413-0.20303118888899108i,0.004661567777466535+0.01653257896803997i
2.3,900,1.0014414569800087,0.019558685891462063,-13.144653526083399,74.32758087923405,0.9752027199809374-0.22773810989824242i,0.005283524668643758+0.018831531028482788i
2.3,1000,1.0011427906633432,0.0219878870896307,-14.594408700347955,74.10062946784518,0.9688396815734559-0.2522628761943212i,0.006023552044152674+0.02114672550154592i
2.3,1100,1.0008271556140467,0.024462927574976527,-16.043061013504055,73.6457296729594,0.9618492088756785-0.2765883128401029i,0.006888166115256331+0.023473133431802014i
2.3,1200,1.0004959209874746,0.02698207044601779,-17.490559503949108,73.0115790223163,0.9542394772335481-0.3006977020225131i,0.007883579174045377+0.02580467602897631i
2.3,1300,1.00015051481903,0.029543473927899595,-18.93685773479524,72.23207857003585,0.946019159105126-0.32457480324079513i,0.009015550969133753+0.028134261896332637i
2.3,1400,0.9997924220933491,0.03214506565322504,-20.38191394205291,71.33175949200212,0.9371973916217743-0.34820387190929986i,0.01028924641252619+0.030453844652399226i
2.3,1500,0.999423183179137,0.03478448414405645,-21.8256912201391,70.32900920054281,0.927783743415412-0.37156967654802475i,0.011709102371305473+0.03275449982561791i
2.3,1600,0.9990443924408636,0.03745905910443669,-23.268157753106582,69.2380638274024,0.9177881804839048-0.3946575146016833i,0.013278706138237924+0.03502651955710136i
2.3,1700,0.9986576968046125,0.04016581522132162,-24.70928709944245,68.0702790828176,0.9072210308282239-0.4174532268531029i,0.01500068792489273+0.03725952326819721i
2.3,1800,0.998264794002142,0.042901490758504086,-26.149058533982537,66.83496339184991,0.8960929475792185-0.4399432102475577i,0.016876629436230067+0.03944258216920115i
2.3,1900,0.9978674302136499,0.04566256567458137,-27.587457447545983,65.53993709199156,0.8844148703759839-0.4621144288366519i,0.018906990264653166+0.041564355199109816i
2.3,2000,0.9974673968036362,0.048445295927504906,-29.02447580108313,64.19191553355688,0.872197984806611-0.4839544224258202i,0.021091053467490104+0.043613233784426i
2.3,2100,0.9970665258588325,0.05124575175505152,-30.460112626227296,62.7967762931569,0.859453679837043-0.5054513123959293i,0.023426891320530652+0.04557749264709953i
2.3,2200,0.996666684261265,0.05405985838117258,-31.894374561339543,61.35974856347619,0.8461935032769715-0.5265938041110911i,0.02591135181753724+0.047445443776829035i
2.3,2300,0.9962697660578641,0.05688343804716696,-33.32727640728947,59.88554933505226,0.8324291154872003-0.5473711852574892i,0.028540066079600652+0.049205590660390514i
2.3,2400,0.9958776829444662,0.0597122525374643,-34.75884168443032,58.378482616463785,0.8181722417042728-0.567773319460719i,0.03130747641761857+0.050846779873047705i
2.3,2500,0.9954923527461803,0.06254204556446032,-36.18910316922678,56.8425126040429,0.803434623538317-0.5877906345595925i,0.034206884389046704+0.052358347221636244i
2.3,2600,0.9951156858450342,0.06536858451331642,-37.618103387143364,55.281318248534994,0.7882279703691402-0.6074141049914619i,0.0372305178015043+0.05373025577369295i
2.3,2700,0.994749569587079,0.06818770114789796,-39.045895037063545,53.698334365427456,0.7725639115289409-0.6266352278612988i,0.04036961526320853+0.054953223302510346i
2.3,2800,0.9943958507883247,0.0709953309469864,-40.472541322735594,52.096782890139316,0.7564539502947856-0.645445992433488i,0.04361452655621819+0.05601883691713943i
2.3,2900,0.9940563165350749,0.07378755080670084,-41.89811616719506,50.47969682271774,0.7399094208147433-0.6638388429678337i,0.046954826837484656+0.05691965293915001i
2.3,3000,0.9937326735600309,0.07656061488252708,-43.32270428834203,48.84993867446942,0.7229414491541969-0.681806635048088i,0.05037944244190506+0.05764928039822703i
2.4000000000000004,500,1.0024336222657781,0.011285879417294838,-7.373825126556571,71.58831112238136,0.994143393547273-0.12865488764598307i,0.0035645616113401516+0.010708173268147998i
2.4000000000000004,600,1.0022112455166872,0.01369775798413525,-8.83503653634131,73.33589501743396,0.9903196537046722-0.15392973762846357i,0.003927974570741567+0.013122484123196667i
2.4000000000000004,700,1.0019661559087425,0.016169359835554686,-10.295403925147207,74.21092180362902,0.9858338772557698-0.17907468844423116i,0.004399631436694742+0.015559287924352336i
2.4000000000000004,800,1.0016994119250975,0.018693487635903026,-11.754859463549648,74.53068266135087,0.9806919695589736-0.20407099914889235i,0.004985970030400997+0.018016286599896285i
2.4000000000000004,900,1.0014121424733649,0.021266468867381618,-13.213338977950722,74.47107586255808,0.9749004713428187-0.228900305960138i,0.005693561194627288+0.020490145412132777i
2.4000000000000004,1000,1.001105543708925,0.023886090799571342,-14.670782054655689,74.13705214301983,0.9684665304015275-0.2535446491976695i,0.006528957674045469+0.022976467208339263i
2.4000000000000004,1100,1.000780876468646,0.026550672660718103,-16.127132141144752,73.59508504974647,0.9613978726190764-0.27798649828519667i,0.007498540477783556+0.025469788170293942i
2.4000000000000004,1200,1.0004394643203938,0.029258616128910838,-17.58233665607239,72.88944259287139,0.9537027723813032-0.3022087750577282i,0.00860836576291309+0.02796359520288597i
2.4000000000000004,1300,1.000082692185016,0.032008178713403314,-19.036347121171428,72.05091609108106,0.9453900223323612-0.32619487562260546i,0.009864015258781056+0.03045036465337812i
2.4000000000000004,1400,0.9997120054416639,0.03479736034203914,-20.489119326593222,71.10177157546542,0.9364689023503429-0.3499286909570827i,0.011270453196717706+0.032921621641625036i
2.4000000000000004,1500,0.999328909345687,0.03762385180517464,-21.940613541727217,70.05869118588383,0.9269491475011573-0.373394626368562i,0.01283189253846692+0.035368018866470036i
2.4000000000000004,1600,0.9989349685705576,0.040485019172193375,-23.39079477994736,68.93458906580585,0.9168409147105564-0.39657761982463297i,0.014551673149073194+0.037779433372344365i
2.4000000000000004,1700,0.99853180661008,0.043377910216944364,-24.8396331244643,67.73976928956282,0.9061547478267724-0.41946315905331744i,0.016432154277799475+0.040145079406819995i
2.4000000000000004,1800,0.9981211047607284,0.04629927485049991,-26.287104118346832,66.48268471582091,0.8949015407714837-0.4420372971747987i,0.01847462344074222+0.04245363518480969i
2.4000000000000004,1900,0.9977046003815337,0.04924559469323493,-27.733189218688448,65.170446050979,0.8830924985118798-0.4642866665052115i,0.02067922345439857+0.04469338109847386i
2.4000000000000004,2000,0.9972840841104971,0.052213118675514814,-29.17787631026738,63.80917027130593,0.8707390956578879-0.4861984900357019i,0.023044898997969684+0.04685234670746781i
2.4000000000000004,2100,0.9968613957393531,0.055197902561692824,-30.621160270158583,62.404223277490665,0.8578530326127096-0.5077605899955101i,0.02556936368850591+0.048918463669406574i
2.4000000000000004,2200,0.9964384184637465,0.0581958509096065,-32.063043570880076,60.96039148898202,0.8444461893374449-0.5289613928293827i,0.028249088223739754+0.050879721673968654i
2.4000000000000004,2300,0.9960170712686442,0.061202760382412874,-33.50353690495483,59.482004831183595,0.8305305769677755-0.5497899298642541i,0.031079309735079046+0.05272432441310242i
2.4000000000000004,2400,0.9955992992636012,0.06421436357515704,-34.94265981122766,57.97302595546711,0.816118287696908-0.5702358329505791i,0.03405406205240006+0.05444084263761667i
2.4000000000000004,2500,0.9951870618480406,0.06722637270745685,-36.38044127995887,56.43711566715855,0.8012214435310119-0.5902893243959418i,0.0371662261754602+0.05601836144762212i
2.4000000000000004,2600,0.9947823186665065,0.07023452265910582,-37.81692031174566,54.87768137291849,0.7858521447097546-0.6099412005977213i,0.04040759985298587+0.05744661911090526i
2.4000000000000004,2700,0.9943870133901743,0.07323461292205803,-39.25214640452232,53.297913268865834,0.7700224187436245-0.6291828089126791i,0.04376898480121337+0.05871613491464524i
2.4000000000000004,2800,0.9940030554584431,0.07622254811298154,-40.6861799425955,51.70081156805744,0.7537441711717424-0.6480060174761835i,0.047240289776437634+0.059818323803613786i
2.4000000000000004,2900,0.9936322999883997,0.07919437675681973,-42.119092462595944,50.08920710591042,0.7370291392399784-0.666403177882139i,0.05081064743572239+0.06074559586557553i
2.4000000000000004,3000,0.9932765261534087,0.08214632808958297,-43.550966773508364,48.46577698761389,0.7198888497670509-0.6843670808772552i,0.05446854269135528+0.06149143904383289i
2.5,500,1.0024248065223025,0.012248415844831379,-7.413526424480564,72.43387980309494,0.9940452655076485-0.1293425794280613i,0.0036966478767621255+0.011677263599968379i
2.5,600,1.0021978923175403,0.014862581248760824,-8.88270881754152,73.91401580514025,0.9901780424463021-0.1547516062046824i,0.00411811832509339+0.01428066605017241i
2.5,700,1.0019472484729952,0.017534042158125245,-10.351059074503503,74.59327094208702,0.9856408654752378-0.18002881166032894i,0.0046582574617590146+0.01690394249348003i
2.5,800,1.0016738872607085,0.020256358282671073,-11.818509329187815,74.76359362584125,0.9804396784799109-0.20515509567687423i,0.005323417705538241+0.019544341247744804i
2.5,900,1.0013788896899045,0.023026280251663415,-13.284994948862177,74.58633057503678,0.9745810759072081-0.2301117276457997i,0.006120065695510684+0.022198071495307378i
2.5,1000,1.0010634033925714,0.025841850613437488,-14.750454622065282,74.15758755314381,0.9680722764895885-0.2548803741055477i,0.007054629894057889+0.024860278360973438i
2.5,1100,1.0007286411460667,0.02870155268746549,-16.214830451511855,73.53817105791346,0.9609210962427869-0.27944312481364453i,0.008133345712015662+0.0275250397674589i
2.5,1200,1.00037588002977,0.031603898788098356,-17.678068064928837,72.76854314569464,0.9531359207377926-0.30378251750990687i,0.009362101246217292+0.030185385186608786i
2.5,1300,1.0000064611493837,0.03454722318470137,-19.140116756201685,71.8768294590754,0.944725676539459-0.3278815615852396i,0.010746286705291522+0.032833335983741316i
2.5,1400,0.9996217898185197,0.03752957929852704,-20.600929668921154,70.88335750398643,0.9356998016216193-0.35172376081982737i,0.012290650533087914+0.03545996660740017i
2.5,1500,0.9992233360063076,0.04054869413786841,-22.060464034201896,69.80335145009424,0.9260682144600361-0.37529313527744546i,0.01399916507006466+0.038055485460410106i
2.5,1600,0.9988126348374047,0.04360195627449647,-23.518681470795883,68.64859550714087,0.915841281487965-0.3985742423104141i,0.015874904438714862+0.04060933390274671i
2.5,1700,0.9983912868641218,0.04668642454180072,-24.975548354319486,67.42849451181682,0.9050297825459852-0.4215521965201509i,0.017919937053469108+0.04311030146608763i
2.5,1800,0.9979609578097516,0.04979885007914123,-26.43103625798863,66.15076888957178,0.8936448739885441-0.44421268836735855i,0.020135234875630553+0.04554665504411905i
2.5,1900,0.9975233774607971,0.05293570720005908,-27.885122463970312,64.82192069262314,0.8816980491560451-0.4665420009980024i,0.02252060117863667+0.04790627953956741i
2.5,2000,0.9970803373743178,0.05609323016315437,-29.337790539715204,63.4475523394011,0.8692010960094918-0.4885270247124324i,0.025074618211028223+0.050176827238355586i
2.5,2100,0.9966336870878926,0.05926745383702157,-30.789030969758073,62.032588315867244,0.856166051857052-0.5101552684094472i,0.027794615731970236+0.052345873004809036i
2.5,2200,0.9961853285401905,0.06245425682240786,-32.23884182901036,60.581431637262625,0.8426051552542609-0.5314148672531379i,0.03067666096272409+0.05440107230025304i
2.5,2300,0.9957372084550071,0.06564940595572742,-33.687229479433505,59.098075663738605,0.8285307953439506-0.552294585767859i,0.033715570060695726+0.05633031899272556i
2.5,2400,0.9952913085030355,0.06884860135388607,-35.1342092687168,57.586184885722695,0.8139554590992905-0.5727838155745568i,0.036904940782704586+0.05812189995355786i
2.5,2500,0.9948496331197815,0.07204752133281056,-36.57980620671598,56.04915384878429,0.7988916771287289-0.5928725670268533i,0.04023720557667536+0.05976464354099469i
2.5,2600,0.9944141949480819,0.07524186665102084,-38.02405559321186,54.49015048166333,0.7833519689055631-0.6125514541048935i,0.043703703944173486+0.0612480592238647i
2.5,2700,0.9939869979491889,0.07842740362682388,-39.467003569802394,52.91214817743591,0.7673487884481733-0.6318116720662584i,0.04729477253873033+0.06256246582540131i
2.5,2800,0.9935700183279387,0.08160000574569418,-40.908707568600235,51.317949671422745,0.7508944716344056-0.6506449675430275i,0.0509998511413315+0.06369910612606232i
2.5,2900,0.9931651834977497,0.08475569344179867,-42.34923663138583,49.71020487432522,0.7340011864357524-0.6690436009880273i,0.05480760237440898+0.06465024588328211i
2.5,3000,0.992774349402489,0.08789067178077965,-43.78867157527506,48.091424200453524,0.716680887421454-0.6870003016275411i,0.058706042786681234+0.06540925566313295i
2.6000000000000005,500,1.0024147178137695,0.01324345053262085,-7.454964395641736,73.1707425747941,0.9939414578043049-0.13006015895543274i,0.003834251788474273+0.012676257146041071i
2.6000000000000005,600,1.0021826854166584,0.01606513948674033,-8.932465020995307,74.41493174821505,0.9900282588505415-0.15560906665843832i,0.004316201803202391+0.015474466346936035i
2.6000000000000005,700,1.0019257950946963,0.018941968009419295,-10.409145172293668,74.92128138203566,0.9854367466171462-0.1810240793175148i,0.0049276750314989955+0.018289783236927804i
2.6000000000000005,800,1.0016450115964268,0.02186815131547931,-11.884936833399053,74.95920666707077,0.9801729104981488-0.20628571153037759i,0.0056749317251714535+0.02111897705551436i
2.6000000000000005,900,1.001341366750849,0.024840800714446505,-13.35977478254448,74.67726189261096,0.9742434071087737-0.23137483975477272i,0.0065643261238920655+0.02395777541162856i
2.6000000000000005,1000,1.0010159584490177,0.027858172333198476,-14.833596663148263,74.16382541338567,0.9676555361056658-0.2562727307258073i,0.00760215268878766+0.026800840289859264i
2.6000000000000005,1100,1.0006699503068082,0.03091888340769621,-16.306343068885685,73.47477177150465,0.9604172152308472-0.2809610687181669i,0.008794489914567423+0.029641766113396213i
2.6000000000000005,1200,1.0003045719794879,0.03402153351397815,-17.777957655374674,72.6472595239239,0.95253695450754-0.30542198188828373i,0.010147044864050938+0.03247309999322017i
2.6000000000000005,1300,0.9999211200303484,0.0371645146080263,-19.248387291457814,71.70710508225673,0.9440238294005304-0.32963806789675354i,0.011665001544923129+0.03528638384713204i
2.6000000000000005,1400,0.9995209592363559,0.04034591746935037,-20.71758226234535,70.67295907453831,0.9348874526985302-0.35359241895099847i,0.013352876201531031+0.03807221760799097i
2.6000000000000005,1500,0.999105524101812,0.043563491373342984,-22.185496535931247,69.55878571175106,0.9251379447458378-0.3772686463015494i,0.015214382404066785+0.04082034233930617i
2.6000000000000005,1600,0.9986763203552105,0.04681463519079491,-23.65208810039837,68.37539315907762,0.9147859016617388-0.40065090410373794i,0.017252308669716984+0.04351974165378307i
2.6000000000000005,1700,0.9982349261193343,0.05009640810302799,-25.117319379211732,67.131409364643,0.903842361126894-0.42372391242061647i,0.019468411049902216+0.046158759472251565i
2.6000000000000005,1800,0.9977829924380018,0.05340555309948909,-26.581157725173508,65.8339214656941,0.8923187653688617-0.4464729789910292i,0.021863322836090344+0.048725231825279595i
2.6000000000000005,1900,0.9973222428153953,0.056738529036037266,-28.043575991905115,64.48890447633669,0.8802269210291102-0.46888401925203516i,0.024436483163792475+0.051206630115239286i
2.6000000000000005,2000,0.9968544714220866,0.060091548495979655,-29.504553176007327,63.101514311592126,0.8675789557037562-0.4909435739615984i,0.027186085910872813+0.05359021303830875i
2.6000000000000005,2100,0.9963815396363874,0.06346061953420648,-30.964075119153033,61.67629138279961,0.8543872710884044-0.5126388236666116i,0.030109049855712083+0.05586318419542116i
2.6000000000000005,2200,0.9959053706245771,0.0668415899012091,-32.42213525488888,60.217304024026184,0.8406644928337242-0.5339575991850789i,0.03320101062024716+0.05801285232011656i
2.6000000000000005,2300,0.9954279417040374,0.07023019268315328,-33.87873538048026,58.72825071647985,0.8264234174119607-0.5548883872260011i,0.036456334471721516+0.06002679102866324i
2.6000000000000005,2400,0.9949512743014782,0.07362209250649257,-35.33388643114558,57.212533663694465,0.8116769565052251-0.5754203302913014i,0.03986815360138696+0.06189299502731118i
2.6000000000000005,2500,0.9944774213881575,0.07701293162263868,-36.78760923063836,55.673312176817326,0.7964380796400473-0.5955432200521745i,0.043428422066825144+0.06360002982624235i
2.6000000000000005,2600,0.9940084523653877,0.08039837529735777,-38.23993519047044,54.113541660554475,0.78071975600008-0.6152474835096919i,0.04712799117050344+0.0651371721729439i
2.6000000000000005,2700,0.9935464354547894,0.0837741560280342,-39.69090692891663,52.53600222334895,0.7645348965263227-0.6345241613984475i,0.05095670266893235+0.0664945386578435i
2.6000000000000005,2800,0.9930934177533405,0.08713611617632018,-41.1405787812647,50.9433197333041,0.7478962975738083-0.6533648785023576i,0.05490349787387683+0.06766320021626504i
2.6000000000000005,2900,0.99265140319468,0.0904802486767845,-42.58901717354229,49.337981322827694,0.7308165875004582-0.6717618057753451i,0.058956540429121025+0.06863528058689773i
2.6000000000000005,3000,0.9922223287551559,0.09380273552332473,-44.03630083476776,47.72234677347366,0.7133081776277487-0.6897076144350479i,0.06310335031503095+0.06940403713529415i
2.7,500,1.0024028548491957,0.014305740651865764,-7.500164484177113,73.83562962894182,0.9938267838488485-0.13084268078296182i,0.003982630779988537+0.013740191689664762i
2.7,600,1.0021648790820703,0.01734757370372133,-8.986736514841368,74.86347408109204,0.9898628315455298-0.15654398611970655i,0.004529797441094155+0.01674572329129741i
2.7,700,1.0019007542435963,0.020442550685656462,-10.472499781830457,75.21094535520592,0.9852113537481619-0.18210906017988526i,0.005218187128510619+0.01976533332953127i
2.7,800,1.0016113946347656,0.023585473406604218,-11.957385973503504,75.12674916831979,0.9798783960904303-0.20751798653959136i,0.006053957092952612+0.02279526616055017i
2.7,900,1.0012977799663427,0.02677377023797065,-13.441329100003841,74.74778490023554,0.9738706904677823-0.23275120281822675i,0.007043335942537716+0.025830721855112745i
2.7,1000,1.0009609555294228,0.030005880556863,-14.92426554632344,74.15542450247956,0.9671956331094318-0.2577895300209464i,0.008192468354201022+0.028865833268037554i
2.7,1100,1.0006020330957135,0.033280532480900675,-16.406134148876816,73.40108426375372,0.959861261817215-0.28261420116112246i,0.00950725743769169+0.03189366548745598i
2.7,1200,1.000222192474928,0.03659639404792994,-17.886876308874083,72.51894296349175,0.9518762322002133-0.30720688939487883i,0.0109932079336702+0.0349062377898056i
2.7,1300,0.9998226836294212,0.03995189873247619,-19.36643615516655,71.53273754121778,0.9432497926647772-0.3315497358433462i,0.012655273449100274+0.03789456776714217i
2.7,1400,0.9994048291856498,0.04334516028596169,-20.84476076886999,70.45961058635582,0.9339917578267104-0.35562537720383425i,0.014497710846394592+0.04084873682783891i
2.7,1500,0.9989700270991865,0.04677393717747202,-22.321800481323663,69.3123943142516,0.924112479913419-0.37941697314540385i,0.016523944728434676+0.04375797584091082i
2.7,1600,0.9985197532213532,0.05023562656645939,-23.797509252802534,68.10102046275037,0.9136228177339054-0.40290823333507486i,0.018736444804230545+0.046610769277311684i
2.7,1700,0.9980555634325299,0.05372727690088283,-25.271845137571184,66.83341942005343,0.9025341027449221-0.4260834438006752i,0.02113661860871949+0.04939497582724047i
2.7,1800,0.9975790950031045,0.05724561279810452,-26.744770836344085,65.5161094086751,0.8908581018067411-0.44892749217719247i,0.023724721757956882+0.05209796312849511i
2.7,1900,0.9970920668205157,0.06078706826012113,-28.216254333323796,64.15459144465963,0.8786069762913941-0.47142589123689577i,0.026499787542238046+0.054706753951197576i
2.7,2000,0.9965962781146305,0.06434782561269686,-29.686269610098908,62.75361918110557,0.865793237322297-0.49356479995934754i,0.029459577253522606+0.057208180963265916i
2.7,2100,0.9960936053411743,0.06792385832305019,-31.154797424205043,61.31738621256733,0.8524296970895643-0.515331041294208i,0.03260055220801598+0.05958904702394744i
2.7,2200,0.9955859969119798,0.07151097632617293,-32.62182613576108,59.849657807205105,0.8385294163678069-0.5367121156943319i,0.03591786796119476+0.06183628785951372i
2.7,2300,0.9950754655115758,0.07510487280072668,-34.087352560901735,58.353864554998594,0.8241056485796879-0.5576962094564846i,0.03940539075235249+0.06393713395256115i
2.7,2400,0.9945640778119375,0.07870117153107689,-35.55138282768716,56.833169517903585,0.8091717809740132-0.5782721969360564i,0.043055735745120144+0.06587926851301835i
2.7,2500,0.9940539414674779,0.08229547415080317,-37.013933206857615,55.29051670129425,0.7937412737101311-0.5984296357601675i,0.04686032618416443+0.0676509785266941i
2.7,2600,0.9935471893729351,0.08588340666552932,-38.47503088801065,53.728666203310034,0.7778275978645994-0.6181587542945953i,0.05080947216717292+0.06924129604917838i
2.7,2700,0.9930459612491718,0.0894606647509606,-39.93471467077049,52.15021977175238,0.76144417355901-0.6374504307837024i,0.054892467343736435+0.07064012717004828i
2.7,2800,0.9925523827337974,0.09302305738441083,-41.39303554089043,50.557639387109134,0.7446043095756331-0.656296163810161i,0.05909770151532133+0.07183836635635152i
2.7,2900,0.9920685422359237,0.09656654844550339,-42.850057102184536,48.953260735159816,0.7273211459344137-0.6746880339614464i,0.06341278683078626+0.0728279942400655i
2.7,3000,0.9915964659169154,0.10008729596372189,-44.305855838121516,47.33930290212697,0.7096076009705693-0.6926186568839378i,0.06782469504276631+0.0736021572760297i
2.8,500,1.0023893274670757,0.015410100134408296,-7.547680596415113,74.42121793029085,0.9937045224403557-0.1316650519366514i,0.00413858458977827+0.014843965229875083i
2.8,600,1.0021446486652625,0.01867956673360681,-9.04378703874992,75.2549598125218,0.989686488048776-0.15752635405576518i,0.004754290353046007+0.01806441077351276i
2.8,700,1.0018723837967598,0.022000360011902233,-10.539096084252265,75.4594947793519,0.9849711265721866-0.18324888330824668i,0.005523506589660144+0.021295697114846645i
2.8,800,1.001573395064717,0.025367792517496462,-12.033538966967162,75.26497511630352,0.9795645497029318-0.20881225698400932i,0.0064522774146790335+0.02453350797123747i
2.8,900,1.0012486084548884,0.02877956288392414,-13.527048747716966,74.79792947550446,0.9734735764561457-0.23419643864613118i,0.007546693586267609+0.027772480186413515i
2.8,1000,1.0008990151662163,0.03223426174895752,-15.019560349057324,74.1335188810227,0.9667057136034451-0.2593817685327086i,0.008812735596495914+0.031006181993379314i
2.8,1100,1.0005256738046227,0.03573070413721835,-16.511010623517947,73.31921705914485,0.9592691351888941-0.2843489936963828i,0.010256114485842408+0.03422711401498417i
2.8,1200,1.0001297132545486,0.039267607211325994,-18.001338469056638,72.38657234414028,0.9511726608844016-0.30907929811087764i,0.011882113638356827+0.037426733114021i
2.8,1300,0.9997123360957706,0.042843429521158626,-19.490485004646594,71.35748864252814,0.9424257328557202-0.3335543328955896i,0.013695434819420897+0.04059549874359816i
2.8,1400,0.9992748223832921,0.046456293312296594,-20.97839381831506,70.24778083966635,0.9330383907322187-0.35775624672252965i,0.015700051640308056+0.04372294096706892i
2.8,1500,0.998818533516299,0.05010395324190809,-22.46501129894629,69.0692854869001,0.9230212441727256-0.38166771634693425i,0.017899073448461+0.04679774887912784i
