% Model,GRIN_Paper_Design_Unit_Cells_200127.mph
% Version,COMSOL 5.4.0.388
% Date,"Feb 16 2020, 18:45"
% Table,"Table 4 - Global Evaluation 1 (T_mag, R_mag, T_Phase, R_Phase, T, R)"
% Pillar_a (mm),freq (Hz),T_mag (1),R_mag (1),T_Phase (deg),R_Phase (deg),T (1),R (1)
5.590000000000001,2100,0.9306620290987373,0.36192764560664664,-46.64999482101772,43.86237494854423,0.6388559828813023-0.676753164412952i,0.2609521126671634+0.250789982951701i
5.590000000000001,2200,0.9243609337692136,0.37672743739523923,-48.748876735129244,41.75276343199185,0.6094871378897608-0.6949593978252544i,0.28104818370258927+0.25086944916402143i
5.590000000000001,2300,0.917918439899994,0.3911999696978038,-50.83158233511004,39.65327848721316,0.5797591638524257-0.7116555165510735i,0.3011927505827278+0.2496404279918886i
5.590000000000001,2400,0.9113544716598273,0.40533953072773066,-52.897758768361626,37.56491046148936,0.5497647298891926-0.7268601755387525i,0.32129771521309636+0.24711922905638273i
5.590000000000001,2500,0.9046889227280575,0.41914207735954034,-54.947144674035485,35.48854430876112,0.5195916712671046-0.7405987726540669i,0.3412787274441763+0.24332881294116102i
5.590000000000001,2600,0.8979414519429799,0.43260521257719786,-56.97957307147884,33.42495988953275,0.4893224196964826-0.7529026634963156i,0.36105576126068367+0.2382981477255557i
5.590000000000001,2700,0.8911312851729157,0.44572813671751493,-58.99497274568382,31.37483208802866,0.4590335615515419-0.7638083246359909i,0.3805535791937978+0.23206151172578696i
5.590000000000001,2800,0.8842770276537243,0.45851157480046656,-60.99336811492608,29.338731194989244,0.42879552748633104-0.773356487813883i,0.3997020810735574+0.22465776330114023i
5.590000000000001,2900,0.8773964904907903,0.4709576828192561,-62.974877604673566,27.317123851576653,0.39867241266177517-0.7815912671646189i,0.418436537360884+0.21612959817645652i
5.590000000000001,3000,0.870506534398963,0.4830699362733624,-64.93971058834659,25.310374734100446,0.36872192290605704-0.7885593002430145i,0.43669771104883665+0.20652281349976132i
5.6,500,0.9985366311185904,0.09141637830417532,-11.444520875470625,77.317117386956,0.9786830187137436-0.19812862631890907i,0.02007089998902398+0.08918583517511451i
5.6,600,0.9965594931580903,0.10974922355323023,-13.71459671703284,75.43711960392314,0.968146337705035-0.23626995617690835i,0.02759560443648935+0.10622323044570672i
5.6,700,0.9942367252940125,0.1279986968769183,-15.98049772088367,73.46053258162992,0.955814905800054-0.27372345857415203i,0.03643812467431974+0.12270260580936311i
5.6,800,0.9915719839883526,0.14614556707602333,-18.24142235336115,71.42400867250343,0.9417415242569609-0.3103834739814182i,0.04655644424064365+0.13853167246388196i
5.6,900,0.9885700113610143,0.1641707500280956,-20.49654425056442,69.34810689197964,0.9259869161329308-0.34614866533462263i,0.05790126663509319+0.15362121756723354i
5.6,1000,0.9852367279573343,0.1820551848455238,-22.745015259788794,67.24541391492403,0.9086194116185371-0.3809227939439407i,0.07041617379369129+0.16788583262858872i
5.6,1100,0.9815793133350437,0.19977985596668954,-24.98596978627643,65.12421420537433,0.889714530257921-0.41461548815164007i,0.08403788447580517+0.18124465460504607i
5.6,1200,0.9776062699588932,0.2173258864191256,-27.21853039660565,62.990314465358225,0.8693544552131865-0.44714298637451977i,0.09869661993714769+0.19362210132327584i
5.6,1300,0.9733274663600484,0.23467467112795715,-29.441814585047492,60.84801892557067,0.8476273987859639-0.47842883441344913i,0.11431658021381032+0.2049485807641378i
5.6,1400,0.9687541561393039,0.2518080341327732,-31.654942568364323,58.70068079484311,0.8246268628713644-0.5084045161759548i,0.13081652969720267+0.21516115265491764i
5.6,1500,0.9638989701685854,0.26870839929960766,-33.85704593592388,56.551027765145164,0.8004508026753663-0.5370099972890833i,0.14811048584922848+0.22420412091588074i
5.6,1600,0.9587758803099419,0.2853589664310607,-36.047276947080725,54.401360359416806,0.7752007066581973-0.5641941625546435i,0.1661085001272067+0.2320295367148178i
5.6,1700,0.9534001339683444,0.3017438858147705,-38.224818242099545,52.25367543742094,0.7489806098449179-0.5899151307833967i,0.1847175157465471+0.23859759429428745i
5.6,1800,0.9477881598825793,0.31784842495196414,-40.38889271353192,50.109743999764056,0.7218960612228049-0.6141404341065697i,0.2038422831320796+0.24387690512212398i
5.6,1900,0.9419574466198619,0.33365912185582214,-42.53877327537905,47.97116026454761,0.6940530686099731-0.6368470532205436i,0.22338631100577294+0.2478446401535253i
5.6,2000,0.9359263962293684,0.3491639200267033,-44.67379226737341,45.839372307043824,0.6655570459691573-0.6580213049132236i,0.24325282923220537+0.25048653480564903i
5.6,2100,0.929714156399398,0.36435228102781114,-46.79335024107747,43.71570072971841,0.6365117885732169-0.6776585833712792i,0.26334573888752777+0.25179675633326004i
5.6,2200,0.9233404351971487,0.37921527150697387,-48.896923893158,41.601349560926366,0.6070185006700333-0.695762961873054i,0.28357052555806106+0.2517776383613782i
5.6,2300,0.9168253029907868,0.3937456225198537,-50.98407293754425,39.497412185005174,0.577174898398269-0.7123466662118213i,0.3038351135615641+0.2504392920860833i
5.6,2400,0.9101889865037609,0.40793776002549464,-53.05444574156079,37.404874217759236,0.5470744078475039-0.7274294353619782i,0.3240506414506775+0.24779910780715597i
5.6,2500,0.9034516600491155,0.4217878064500037,-55.10778358915709,35.32461465597776,0.5168054744897529-0.7410377882287271i,0.344132142637188+0.2438811638356761i
5.6,2600,0.8966332389149407,0.4352935541592593,-57.14392347565193,33.25740622849736,0.48645099601800507-0.7532042177259684i,0.3639991190072488+0.23871556223787913i
5.6,2700,0.8897531795784135,0.44845441253847995,-59.16279938073178,31.203915596121373,0.45608788613307244-0.7639663347900626i,0.38357599972282574+0.23233771231091166i
5.6,2800,0.8828302910022006,0.4612713310904655,-61.164442008570695,29.164703841119472,0.4257867723074666-0.7733659853129174i,0.4027924817769511+0.22478758308664276i
5.6,2900,0.8758825606919886,0.4737467015349281,-63.14897702294781,27.140227535918278,0.3956118262406564-0.781448362377763i,0.42158375304205936+0.21610894564130415i
5.6,3000,0.8689269985569308,0.48588424229078997,-65.11662184201481,25.13084056496415,0.3656207218001695-0.7882611347843298i,0.43989060232994703+0.20634862463387418i
5.61,500,0.9984678364610448,0.09218854914231224,-11.487140280136284,77.28612197691942,0.9784679535400479-0.1988428634433489i,0.020289085365784467+0.089928202517255i
5.61,600,0.9964604154555703,0.11067072784002352,-13.765566616081145,75.39456469091576,0.9678395387157828-0.2371075428330118i,0.027906858878841513+0.10709443135923073i
5.61,700,0.9941021225131339,0.12906666718574938,-16.03971964387348,73.40736691502593,0.9554021071552564-0.2746740679940752i,0.03685694177169726+0.12369224074967158i
5.61,800,0.9913967910444006,0.1473566993604516,-18.308780461147695,71.3608880702447,0.941209656090384-0.3114353553714735i,0.04709611648529871+0.13962790787808035i
5.61,900,0.988349371701176,0.16552131936741596,-20.57190555373349,69.27553382298011,0.9253242550450723-0.34728878986715256i,0.05857373448736912+0.15481093240896554i
5.61,1000,0.9849660244734136,0.183541067194541,-22.828229968941383,67.16380630866307,0.9078157125604002-0.3821370191376573i,0.07123189341851256+0.16915478328124417i
5.61,1100,0.9812541980630656,0.20139655483421512,-25.076871807863082,65.03394229678258,0.8887611370076431-0.41588873819961925i,0.08500571696107628+0.18257765576056784i
5.61,1200,0.9772226919695683,0.2190685639086854,-27.316937984078486,62.891721692570925,0.8682443869753304-0.4484594454196308i,0.09982374445623134+0.195003219808676i
5.61,1300,0.9728816972310654,0.2365381828923723,-29.547531151269958,60.74143421676012,0.846355410912632-0.47977214928141493i,0.11560843312953774+0.20636133880976487i
5.61,1400,0.9682428124034059,0.2537869677792289,-31.767757659885653,58.586425892328094,0.8231894802910033-0.5097580046542527i,0.1322767710199388+0.2165887366949492i
5.61,1500,0.9633190321755047,0.2707971156909642,-33.976736364947264,56.42942152851392,0.7988463253076998-0.538356857756949i,0.1497409937609208+0.2256295917073763i
5.61,1600,0.9581247070039767,0.2875516432542981,-36.1736080711019,54.27272114252991,0.7734291868574817-0.5655176806152313i,0.16790939352776105+0.23343603642836855i
5.61,1700,0.9526754731776539,0.3040345626972992,-38.357545376434565,52.11832219123203,0.7470438027081638-0.5911988785760615i,0.1866872039734119+0.23996854624539377i
5.61,1800,0.9469881538352385,0.3202310493476305,-40.52776265698099,49.96799650824268,0.7197973493936294-0.6153684581697202i,0.20597754121870956+0.2451962020092876i
5.61,1900,0.9410806325317094,0.3361275948837078,-42.68352592527432,47.82333878240373,0.6917973639448965-0.6380040471385542i,0.22568237810114664+0.24909681703489725i
5.61,2000,0.9349717019512309,0.3517121414393493,-44.82416229706,45.68579678452128,0.6631506710809232-0.659092763497296i,0.24570352715978638+0.2516569235628i
5.61,2100,0.9286808912581814,0.3669741925061691,-46.94906881067468,43.55668975930375,0.6339623417887368-0.6786309357683535i,0.26594360729773164+0.2528716190145204i
5.61,2200,0.9222282762983252,0.38190489753558615,-49.05772036345147,41.43721914772131,0.604334708303575-0.6966236817276691i,0.286306969764701+0.25274427753328293i
5.61,2300,0.9156342773822193,0.3964971081716666,-51.149676556868776,39.328474420516,0.574366458445141-0.7130843577939745i,0.3067005609510648+0.25128613710429093i
5.61,2400,0.9089194497001152,0.41074540509093516,-53.224587276759294,37.231435921194965,0.5441518292238794-0.7280338953616556i,0.3270347023284365+0.2485157767150153i
5.61,2500,0.9021042715067948,0.42464609546189147,-55.282196873857814,35.14697603462168,0.5137799158099381-0.7415000436824922i,0.34722377151590744+0.2444585013561581i
5.61,2600,0.8952089350999575,0.4381971819926864,-57.322346851936736,33.07585959926551,0.4833341076119715-0.7535165412263615i,0.367186772627265+0.2391456550178254i
5.61,2700,0.888253145302328,0.45139830539873055,-59.34497701421781,31.01874420151175,0.4528916585947241-0.7641222387254533i,0.38684778850874546+0.23261388316852147i
5.61,2800,0.8812559297057092,0.46425066282761673,-61.350125060582634,28.97618078569227,0.42252339436759195-0.7733601973553864i,0.40613631193310135+0.22490436648775863i
5.61,2900,0.8742354643329867,0.4767569053492053,-63.33792466819837,26.94861486220183,0.392293554190514-0.7812767847812241i,0.42498745705721774+0.21606204697306414i
5.61,3000,0.8672089177207789,0.48892101799666016,-65.30860212420528,24.936388481883316,0.36225976211023475-0.787920790264022i,0.4433420562451632+0.2061348660542438i
5.62,500,0.9984025114067052,0.09291561878487546,-11.527178666521241,77.25684092126409,0.9782647554723419-0.19951351579242765i,0.020495418331742114+0.09062698296635054i
5.62,600,0.9963663477684465,0.11153832332204756,-13.813446233054755,75.35446757008738,0.9675497131509098-0.23789378206885758i,0.028201160963718767+0.10791428121334101i
5.62,700,0.9939743450384023,0.13007204545711312,-16.095346082690785,73.35733573319607,0.9550122168108028-0.275566079800539i,0.03725287909865809+0.12462327233810733i
5.62,800,0.9912305081667355,0.1484967005566878,-18.372042723566867,71.30153402804193,0.9407074084087923-0.3124219775964846i,0.047606205296397024+0.14065887563001456i
5.62,900,0.9881399896471146,0.16679238247400305,-20.64267628069322,69.20732656049744,0.9246986452088711-0.348357653409076i,0.05920919768223587+0.15592937427303438i
5.62,1000,0.9847091808873403,0.18493925142426282,-22.906365796649737,67.08713760128146,0.9070571483629569-0.38327470634973726i,0.07200253530822635+0.17034717968476706i
5.62,1100,0.9809457903292311,0.20291756569317937,-25.16221386352119,64.94916014421214,0.8878615429113486-0.41708095639062626i,0.08591981890502674+0.18382960367191453i
5.62,1200,0.97685890371264,0.2207077834160424,-27.409312530420912,62.79914963317453,0.8671972850241048-0.44969121251085425i,0.1008879837165457+0.19629961895539355i
5.62,1300,0.9724590224093013,0.23829070351395093,-29.64675038448073,60.641382662308146,0.8451559766301269-0.4810279881998866i,0.11682782680743645+0.2076865866266411i
5.62,1400,0.9677580764279161,0.2556476296070603,-31.873620661379036,58.479198862296904,0.8218345722779864-0.5110221426710584i,0.1336546463588565+0.21792692819015666i
5.62,1500,0.9627694095182548,0.27276054633797997,-34.08903020185026,56.31532058358145,0.7973344879219972-0.5396134266994248i,0.15127898542558324+0.22696472018179278i
5.62,1600,0.9575077348352324,0.2896122998372308,-36.29210903573999,54.152047532238996,0.7717606261048156-0.5667509137739444i,0.16960746772474816+0.23475219085028493i
5.62,1700,0.9519890606625423,0.3061867752149727,-38.48202034989867,51.99137781988639,0.7452203362398002-0.592393300161125i,0.18854370851439875+0.24125010113196146i
5.62,1800,0.9462305868299286,0.3224690646995761,-40.657970577553286,49.83508409845969,0.7178223322595335-0.6165090613786587i,0.20798927986371143+0.24642799587302194i
5.62,1900,0.9402505735521597,0.33844562074526646,-42.819219338718646,47.68476148534077,0.6896755924563279-0.6390764572687515i,0.2278447068232763+0.25026431582281966i
5.62,2000,0.934068185423352,0.3541043892033677,-44.96508896280135,45.54185740976983,0.6608882677454945-0.6600833830482579i,0.24801046935937482+0.2527463660297269i
5.62,2100,0.9277033141945952,0.36943491852731936,-47.094973335968525,43.407689750078845,0.6315666247636487-0.6795270691093096i,0.2683879845097485+0.25387014160409277i
5.62,2200,0.9211763846784143,0.3844284419706536,-49.20834583687083,41.28345739659087,0.6018140491458647-0.6974136376210698i,0.28888054407119595+0.25364001705786493i
5.62,2300,0.9145081486300776,0.3990779307861679,-51.3047661525174,39.17024600002848,0.5717301321096663-0.7137575288210105i,0.30939418513941913+0.2520683102702207i
5.62,2400,0.9077194717558332,0.4133781175029792,-53.38388580191529,37.069030789218495,0.541409860264631-0.7285808140576594i,0.32983847383057546+0.2491747363025065i
5.62,2500,0.9008311190604009,0.42732548941040643,-55.44545223497854,34.98067776260572,0.5109429245846501-0.7419124159120798i,0.3501271863185154+0.2449857695877925i
5.62,2600,0.8938635436116114,0.4409182533403513,-57.489311416881634,32.905944162344426,0.4804131599991831-0.7537872579829844i,0.37017887563552365+0.23953393530338396i
5.62,2700,0.886836683456183,0.45415627370613704,-59.515408851857245,30.84547886139541,0.44989812232697995-0.7642453680920939i,0.3899173172536278+0.23285705197046838i
5.62,2800,0.8797697709446308,0.46704098645936243,-61.52378904328175,28.799823090046072,0.419468804587339-0.7733309588048555i,0.4092718310064491+0.22499744749121695i
5.62,2900,0.872681158099867,0.4795752921851809,-63.51459342643887,26.76941177792331,0.38918949029614003-0.7810915083046005i,0.42817748120208377+0.2160011700568792i
5.62,3000,0.8655881609876994,0.4917634319255144,-65.48805684696565,24.75457567381962,0.35911773739044617-0.7875768630004528i,0.4465751605972181+0.20591721374554608i
5.63,500,0.9983397182166365,0.09360899083134358,-11.565289203729698,77.22887738863224,0.9780703134986373-0.20015157961292876i,0.020692921642707498+0.0912931879077039i
5.63,600,0.9962759380233248,0.11236563062903777,-13.859017287482775,75.31625851565869,0.967272417015349-0.23864160568840548i,0.02848282861176964+0.10869573782321876i
5.63,700,0.99385155381744,0.13103063282888358,-16.148286109783797,73.30971236061113,0.9546392457427589-0.27641422089508366i,0.037631755691982884+0.1255104684999487i
5.63,800,0.9910707387028359,0.1495835101418429,-18.432244150885612,71.2450737237062,0.9402270503217214-0.31335970218951253i,0.04809422195226961+0.14164099802373833i
5.63,900,0.9879388427425749,0.16800396946893703,-20.710015748471246,69.14247421677882,0.924100434253938-0.3493730733917848i,0.05981703406589839+0.15699444637591062i
5.63,1000,0.9844624835452673,0.18627180528516624,-22.980704522526445,67.01426539215282,0.9063319846002853-0.3843549338809427i,0.07273949962980866+0.17148221668091404i
5.63,1100,0.9806496230828798,0.2043669358657977,-25.243398143727912,64.86859949954824,0.8870017915180126-0.41821227277117345i,0.0867937484331511+0.1850207818276043i
5.63,1200,0.9765096261033543,0.22226950906575224,-27.49717438457355,62.71120933406984,0.8661968528164374-0.45085924859473814i,0.10190516805128924+0.19753245653504392i
5.63,1300,0.9720532960469933,0.23996004681559113,-29.741108348968538,60.54635944012585,0.8440103641275937-0.48221791298232625i,0.11799295566538334+0.20894613296514383i
5.63,1400,0.9672928850822144,0.25741961213229675,-31.974280730412573,58.37738367527522,0.8205409001213193-0.5122188563092627i,0.1349707830533707+0.21919795718095103i
5.63,1500,0.9622420757435468,0.2746299880020108,-34.195786910980885,56.20700225910941,0.7958914971321036-0.540801753995i,0.15274756656251978+0.22823192418943763i
5.63,1600,0.956915932679868,0.2915738597947673,-36.404746677592854,54.03751473128351,0.7701686523775072-0.5679157940325275i,0.17122832889608985+0.2360003709723167i
5.63,1700,0.9513308241252906,0.30823499401668103,-38.60031430745325,51.870919890890214,0.7434812592357176-0.593519969416511i,0.19031513503072253+0.24246434978095488i
5.63,1800,0.9455043138257605,0.3245984069742612,-40.781688755625844,49.708991177655506,0.7159395015741509-0.6175832231763414i,0.20990808083147663+0.24759386788019278i
5.63,1900,0.9394550252838925,0.3406505176397784,-42.948123671003614,47.553324078717004,0.687653732635094-0.6400844385893018i,0.2299063101959833+0.251367984636702i
5.63,2000,0.9332024811830177,0.3563792798154927,-45.098936969409515,45.40536562059999,0.6587333652816985-0.6610122724660936i,0.2502090350094213+0.25377476210502775i
5.63,2100,0.9267669217546944,0.3717742895969752,-47.23351970392091,43.266432270372206,0.6292858004820431-0.6803648349013537i,0.27071653191856376+0.2548110707000794i
5.63,2200,0.9201691065581957,0.3868268651493435,-49.35134399589201,41.13772035283957,0.5994154196747554-0.6981492242495475i,0.29133109092490167+0.25448225687024834i
5.63,2300,0.913430104634898,0.40153009688409186,-51.451969818698224,39.02031172421584,0.5692226642917024-0.7143809309534911i,0.3119578929700342+0.25280168456211854i
5.63,2400,0.906571078280779,0.41587886721663614,-53.53505046296699,36.9151765714761,0.5388032223430396-0.7290831280230885i,0.33250579686314397+0.24979016643934993i
5.63,2500,0.8996130657220628,0.42986984014389923,-55.60033655306924,34.82317463125682,0.5082473378347987-0.7422858691917074i,0.3528880198488884+0.24547530407858148i
5.63,2600,0.8925767678174885,0.4435014218563492,-57.64767852808447,32.74505572832028,0.4776392541725494-0.7540252179609152i,0.373022700565145+0.23989075857916997i
5.63,2700,0.8854823435425099,0.45677369446605304,-59.677027544608364,30.681460255894063,0.4470567978670608-0.7643423318163043i,0.39283333781994206+0.23307547415678564i
5.63,2800,0.8783492185109909,0.46968832562973717,-61.68843480207053,28.63292001776768,0.4165711040900437-0.773282525921846i,0.412249103233534+0.22507287734423498i
5.63,2900,0.8711959101434544,0.48224845739895184,-63.682049331110356,26.59985970195814,0.38624648115018745-0.780894339619503i,0.43120503013374584+0.21593007352155463i
5.63,3000,0.8640398723956659,0.494458577982051,-65.65811432179109,24.582599142646153,0.3561404069846287-0.7872286272756738i,0.449642084925657+0.20569706075620103i
5.64,500,0.9982655410718596,0.0944212802360368,-11.610215788522185,77.19560048966663,0.9778404111808119-0.20090351105252816i,0.020925962771939498+0.0920732439065747i
5.64,600,0.9961691501534079,0.11333474762255812,-13.912736880528119,75.2709676199668,0.9669445903645877-0.23952272310163544i,0.028815137087758888+0.10961045978045438i
5.64,700,0.9937065362247793,0.1321534272492167,-16.21068986255618,73.25336867486506,0.954198370842719-0.2774133183842291i,0.038078684263981755+0.12654857620075383i
5.64,800,0.9908820742510298,0.15085635483759585,-18.5032042095399,71.1783464488599,0.9396593259121102-0.3144640461140544i,0.04866979544221104+0.1427896733188362i
5.64,900,0.9877013511827685,0.16942277952508697,-20.78938555680101,69.06588034409158,0.9233935448166497-0.3505685675002943i,0.06053378580926233+0.15823949885412486i
5.64,1000,0.9841712555344486,0.18783206374372205,-23.06831927311807,66.92823856633761,0.9054752418004455-0.3856263044797096i,0.0736083296530661+0.17280826940835678i
5.64,1100,0.9803000525648238,0.20606372480250731,-25.33907539177704,64.77352683658549,0.8859862509253204-0.419543270986309i,0.08782380641313066+0.18641147418169413i
5.64,1200,0.9760974403955727,0.2240975453996147,-27.600714832849558,62.60745223997877,0.8650154032825789-0.45223286615488917i,0.10310376369301337+0.19897066056699825i
5.64,1300,0.9715745829695346,0.24191372231281283,-29.852296808408724,60.43426578395985,0.842657787767647-0.48361660743502216i,0.11936549854759017+0.2104141791793651i
5.64,1400,0.9667441164745664,0.2594930370459843,-32.092887255146685,58.25729497565671,0.8190139015432657-0.5136247811555317i,0.13652075328852914+0.22067786521733698i
5.64,1500,0.9616201267801306,0.27681703769384125,-34.321568100825864,56.079257832087585,0.7941887013766024-0.5421969889573165i,0.1544765168091239+0.22970563360987473i
5.64,1600,0.9562180964732453,0.29386822359725434,-36.5374471356371,53.90245390064924,0.7682905718963584-0.569282570572895i,0.17313591738363984+0.23744996726032902i
5.64,1700,0.9505548212223209,0.3106302255082496,-38.73966823407189,51.728882916904965,0.7414302311454842-0.59484088670211i,0.19239918835926473+0.24387228074958037i
5.64,1800,0.9446482963372584,0.3270879747824408,-40.9274216563808,49.56031931672459,0.7137195972840987-0.6188414499898248i,0.2121646844320406+0.24894314597339537i
5.64,1900,0.9385175755385587,0.34322785585880405,-43.099954150742,47.398359046156095,0.6852706427565662-0.6412638971365664i,0.23232992354130752+0.25264237107959975i
5.64,2000,0.9321826049578303,0.3590378371272889,-45.25657858242875,45.24444864592302,0.6561942634029314-0.6620978006783067i,0.2527926279803317+0.25495892949226i
5.64,2100,0.9256640362886284,0.3745075762248444,-47.396682827951274,43.09990288332357,0.6265991899184012-0.6813423245856361i,0.2734517382047263+0.25589074137729456i
5.64,2200,0.9189830237077596,0.3896284968438779,-49.51973769681063,40.96591500485785,0.5965909676550849-0.6990057332922428i,0.29420837399293126+0.2554443153120759i
5.64,2300,0.9121610096600274,0.40439383523897576,-51.62530367357615,38.84356232776631,0.5662710281923157-0.7151047686696113i,0.314966719975854+0.25363426284108354i
5.64,2400,0.9052195048580469,0.4187986557360177,-53.71303631067473,36.73380902295638,0.5357358725423282-0.7296639136251414i,0.33563481592805916+0.25048270276255274i
5.64,2500,0.8981798678663319,0.4328398356162787,-55.782690144426304,34.6375073707208,0.5050763815432012-0.7427145641816969i,0.35612523633450016+0.24601857519712522i
5.64,2600,0.891063089440403,0.4465160207406249,-57.83412105105484,32.55539837850531,0.4743772642138476-0.754294133982269i,0.3763556483645958+0.24027688761532373i
5.64,2700,0.8838895864026747,0.4598275541367418,-59.86728700428725,30.488112374171216,0.4437166498868914-0.7644451161229595i,0.39624924218131913+0.2332979160089273i
5.64,2800,0.8766790092991423,0.47277638047284215,-61.88224723976506,28.436169986509316,0.41316582507316507-0.7732141270937414i,0.4157350322275932+0.22512638430828946i
5.64,2900,0.8694500674155917,0.48536592987723126,-63.87915987160711,26.399983775574487,0.38278911148508404-0.7806509564827528i,0.43474803252161504+0.21581064409378453i
5.64,3000,0.8622203740104634,0.49760098490354754,-65.85827804262135,24.379860662980835,0.35264387765343014-0.7868076441623428i,0.4532293128444275+0.20540187476152347i
5.65,500,0.9981903910439496,0.09523690603504625,-11.65533687634385,77.16198033288514,0.9776082936684317-0.201658327185292i,0.02116121453246863+0.09285618595785133i
5.65,600,0.9960609772920426,0.11430774601014494,-13.966685358462032,75.22534167047455,0.9666136574400498-0.24040696274099255i,0.02915054548817987+0.11052830630956652i
5.65,700,0.9935596603387753,0.13328058501400544,-16.27335445867914,73.19668924828535,0.9537534008701951-0.27841560477286376i,0.03852969964067164+0.12758987650779807i
5.65,800,0.9906910238341387,0.15213397330612774,-18.574454295353824,71.11127834085721,0.9390864494400112-0.31557145812586934i,0.04925051077637608+0.14394142219033287i
5.65,900,0.9874608992719954,0.1708466948844113,-20.869071479098256,68.98893871835212,0.9226804100519795-0.3517668098291377i,0.061256770820846185+0.15948730727405694i
5.65,1000,0.9838764544189412,0.18939767395694707,-23.15627283931172,66.84185686138046,0.9046111575300736-0.3868998982063542i,0.07448448751043872+0.17413655566999517i
5.65,1100,0.9799462667182806,0.20776602196629484,-25.435110521557533,64.67809304690323,0.8849623037845861-0.42087576140159644i,0.08886225617060928+0.18780367225368072i
5.65,1200,0.975680376956219,0.22593115289505178,-27.704628384751974,62.503329405669625,0.8638245467213302-0.45360704410218095i,0.10431175110148753+0.20040944196975494i
5.65,1300,0.9710903190837715,0.24387293619281314,-29.96386958479511,60.32180394562681,0.8412949006727723-0.4850147398999449i,0.12074833726733064+0.2118816840939275i
5.65,1400,0.9661891228553274,0.2615718710632517,-32.21188518385278,58.136838203729795,0.8174758152226775-0.5150288464250966i,0.1380817978009558+0.22215593813262413i
5.65,1500,0.9609912868820857,0.279009271287793,-34.447743585600215,55.95114825491033,0.7924741944465483-0.5435889114023403i,0.1562171674740436+0.2311760585591248i
5.65,1600,0.9555127207796154,0.2961674520631948,-36.67054056176334,53.76703381876977,0.7664003335210404-0.5706444500304031i,0.17505565718243205+0.23889469761807525i
5.65,1700,0.9497706562609466,0.313029911492955,-38.879409610125464,51.58649565202667,0.7393667940036907-0.5961552175558419i,0.19449564994363364+0.24527365868003598i
5.65,1800,0.943783528180413,0.3295815001907937,-41.07353236775921,49.41130920378315,0.7114872425286264-0.6200913253575476i,0.2144337452011733+0.25028410694051756i
5.65,1900,0.9375708276987134,0.3458085732379639,-43.252148797179224,47.24307083838902,0.6828752800362272-0.6424331940887664i,0.23476582566827167+0.25390662934073005i
5.65,2000,0.931152930756515,0.3616991195943008,-45.41456686808102,45.08322652137458,0.6536432897068811-0.6631713430762923i,0.2553881196176686+0.256131141162967i
5.65,2100,0.9245509059322377,0.3772428650595216,-47.56017147111457,42.93308918995605,0.6239013315162201-0.6823060209263943i,0.27619823158974+0.25695664246136307i
5.65,2200,0.9177863064582786,0.39243134593518997,-49.68843232584943,40.79384884905846,0.5937561097397119-0.6998466878317654i,0.2970961158329524+0.2563908329669328i
5.65,2300,0.9108809516168879,0.4072579516882396,-51.798910676070086,38.66657808800026,0.5633100369656523-0.7158113650063421i,0.3179849693715058+0.25444959907043085i
5.65,2400,0.9038567029779665,0.421717936039556,-53.89126460497698,36.55223485437189,0.5326604144162479-0.7302258708318344i,0.33877202515122123+0.25115639062624573i
5.65,2500,0.8967352409237037,0.4358083970002847,-55.96525284553448,34.451663753311614,0.5018987438801253-0.7431229664100318i,0.35936923003480364+0.24654150847301576i
5.65,2600,0.8895378466825448,0.4495282273630304,-58.02073700644059,32.36559675119679,0.4711101816267166-0.7545414352096648i,0.3796937971782985+0.24064132558742576i
5.65,2700,0.8822851946696509,0.46287803802737165,-60.05768217969537,30.294653887798987,0.44037313958560387-0.7645251223241667i,0.3996686272549593+0.2334974656740525i
5.65,2800,0.8749971593659449,0.47586005722400543,-62.07615593984235,28.239344400509943,0.4097590341245723-0.7731219585885336i,0.41922259778662313+0.22515596275974772i
5.65,2900,0.8676926402781555,0.48847800922531726,-64.07632578476316,26.20006851612404,0.37933217819235227-0.7803829935235148i,0.43829072427878146+0.21566642415524565i
5.65,3000,0.8603894077754223,0.5007369764600894,-66.0584551047095,24.177120053378733,0.34914980857720024-0.7863614589885788i,0.4568142007259478+0.20508121710557892i
5.66,500,0.9981142658204457,0.09605580578547321,-11.700648471289423,77.12794095445729,0.977373965825483-0.20241595431401904i,0.02139880675880575+0.093641918468151i
5.66,600,0.9959514155797666,0.11528455738581003,-14.020858190637924,75.17928905394432,0.9662796244024989-0.2412942387623594i,0.029489239059225902+0.11144915410782602i
5.66,700,0.9934109200122346,0.13441203530132326,-16.33627497559519,73.13956702649355,0.953304342818678-0.2794209833971008i,0.03898505125315309+0.128634214004802i
5.66,800,0.99049757804996,0.15341629639464005,-18.645989259927646,71.04374708306159,0.938508427912042-0.31668183222424356i,0.04983668973726889+0.14509605217055097i
5.66,900,0.9872174730984985,0.17227565268513995,-20.94906832954353,68.91151193959502,0.9219610357227375-0.35296768662307i,0.06198639072806531+0.16073763676438255i
5.66,1000,0.9835780602021608,0.19096858448175286,-23.244560208196667,66.75496798380296,0.9037397345572769-0.38817559518005273i,0.07536846145236958+0.17546679252002945i
5.66,1100,0.9795882375148878,0.20947379295260538,-25.53149892427487,64.58213115310873,0.8839299475576616-0.42220961960646247i,0.08990967861674688+0.1891970391549093i
